,output_ID,flooded,alerts,t_EB_rate,risk
0,5023.0,0.2222222222222222,0.4074074074074074,0.12228614012666303,low
1,5023.0,0.11290322580645161,0.1774193548387097,0.055234675878901865,low
2,5023.0,0.6666666666666666,1.6666666666666667,0.3507327605569078,medium
3,5023.0,0.5,4.0,0.32709864904035163,medium
4,5023.0,0.0,0.0,0.6310882999014227,high
5,74019.0,0.0,0.0,0.01982322723906593,low
6,74019.0,0.016129032258064516,0.016129032258064516,0.01955126414285888,low
7,74019.0,0.3333333333333333,1.3333333333333333,0.3048373649738443,medium
8,74019.0,0.0,0.0,0.18261834314574868,medium
9,74019.0,0.0,0.0,0.5755415859288465,high
10,74242.0,0.0,0.0,0.017655939610819568,low
11,74242.0,0.0,0.0,0.011932224264185462,low
12,74242.0,0.3333333333333333,0.6666666666666666,0.19622879759271328,medium
13,74242.0,0.25,0.375,0.2537293863277072,medium
14,74242.0,0.0,0.0,0.556416546181703,high
15,76421.0,0.18518518518518517,0.2962962962962963,0.11415847285854322,low
16,76421.0,0.06451612903225806,0.06451612903225806,0.037275615037600275,low
17,76421.0,0.0,0.0,0.26184204072281175,medium
18,76421.0,0.25,0.25,0.2606951143887115,medium
19,76421.0,0.0,0.0,0.6090509549398275,high
20,76441.0,0.0,0.0,0.017971986361562876,low
21,76441.0,0.0,0.0,0.011942072640969996,low
22,76441.0,0.6666666666666666,1.0,0.2111179535734623,medium
23,76441.0,0.25,0.25,0.2375076977701451,medium
24,76441.0,0.0,0.0,0.5074330104795177,high
25,76426.0,0.037037037037037035,0.037037037037037035,0.03941630776595461,low
26,76426.0,0.016129032258064516,0.016129032258064516,0.02182726567801343,low
27,76426.0,0.6666666666666666,0.6666666666666666,0.2869224329042912,medium
28,76426.0,0.125,0.5,0.28084165469750605,medium
29,76426.0,0.0,0.0,0.737112169002745,high
30,76473.0,0.0,0.0,0.01749384297159852,low
31,76473.0,0.016129032258064516,0.016129032258064516,0.016024446315395655,low
32,76473.0,0.3333333333333333,0.3333333333333333,0.17803117176098945,medium
33,76473.0,0.0,0.0,0.14823120746748455,low
34,76473.0,0.0,0.0,0.5153918371016071,high
35,76513.0,0.0,0.0,0.01528114119888631,low
36,76513.0,0.0,0.0,0.009111042243074009,low
37,76513.0,0.0,0.0,0.10967881874876834,low
38,76513.0,0.0,0.0,0.12338867109236439,low
39,76513.0,0.0,0.0,0.4452598137287858,high
40,76513.0,0.0,0.0,0.009479501724285579,low
41,76513.0,0.0,0.0,0.003537131022046556,low
42,76513.0,0.0,0.0,0.024580336635650495,low
43,76513.0,0.0,0.0,0.027652878715106802,low
44,76513.0,0.0,0.0,0.12069860350666872,low
45,76523.0,0.0,0.0,0.018904658998428307,low
46,76523.0,0.0,0.0,0.012384042888991168,low
47,76523.0,0.6666666666666666,1.0,0.25452698896244624,medium
48,76523.0,0.0,0.0,0.2119226792351751,medium
49,76523.0,0.0,0.0,0.6902903217070838,high
50,76544.0,0.0,0.0,0.012933076699738644,low
51,76544.0,0.016129032258064516,0.016129032258064516,0.010886157573895184,low
52,76544.0,0.6666666666666666,2.3333333333333335,0.18393178410065394,medium
